20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,168745784907.90674,504839233359.5615,743139556951.2852,467329233360.688,94678292909.02011,2087793324127.5664,1751231789336.2266,16982079067.512238,332511379621.0078,276714488195.4721,331293466016.9957,804656955404.5803,506004007515.6797,1219220969943.497,667992458708.375,946238475507.4023,63254312024.769775,331319780058.1969,220388103220.4214
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,177453422233.20068,852853464619.5,705997011513.7319,70442810004.63818,87631820801.85718,954443293465.2266,267548419051.16406,918803117682.3594,325630119010.2622,2128743130819.1172,1583169448038.6914,92180261369.79727,339718161495.3369,27603491263.484863,144847662705.7998,1081232708015.4272,824297370254.707,328514256673.25507,1210667653767.039
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,314760616262.5127,240903139105.8477,259528865427.0995,95050515718.59277,48692042328.5011,325378669388.78125,1111838225079.6602,3419593963559.4077,293323036539.1299,225921981967.27344,222053627636.5605,147229474426.25958,228941891804.02246,637657546646.3594,154078029484.22656,419395911336.7451,418397293364.4707,165694746036.22516,564854073614.803
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,260960372488.99805,252882305021.85254,33682235197.337524,9614958652.396477,13355337981.359253,188751264905.53284,2711693477754.336,5703788167868.8125,1044005281436.2656,227445155737.2339,390867291709.0967,170687790697.75293,401592029142.3672,34479265817.65173,204303780012.5625,614359785777.0742,1615721309285.7422,317496124050.6841,73050484897.98218
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,92212171.98409986,413980083657.59766,161912723490.63184,555822251524.2311,1470523028796.907,5512791454238.836,32885488886158.688,3413630677689.6406,355402300528.64404,94434658058.31567,175377120853.02734,141181457258.99237,56709660853.39661,760691743781.5977,699703349062.0728,1743836147468.3281,1457350190468.8965,565674611801.4485,351959036514.02344
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,189920609334.0692,5745254214742.93,31821531402233.312,2290789723312.2656,1835793482346.4368,1750176667455.125,573496499559.3281,1860449214733.6016,134500780718.93896,1767013881292.3516,386768057417.38477,876565882052.1426,44174272130.6405,146729619809.69888,234660095208.85803,82002934924.74228,804902870922.3359,1727191863271.1328,554795203927.6936
20896475896.556152,6262572718.950518,447267321.9971523,2388483734.189288,11216208658.495605,26244713543.96698,39918139180.44531,55208211367.74829,65473131884.389496,69621927351.09668,67791170475.383316,60469790463.30005,49386101440.90137,36400168539.9989,24136306276.57202,12674997760.70474,5230016018.752075,831962759.4647908,324566785.0762167,4469677.556605054,1322115.4399800375,22002855.24144149,3098938.1934150457,459996.9063479565,625271.6356125772,1038128.2297541387,7673507.691447571,9444003.746245429,9051658.530431217,436678.5902895052,11172436.717075288,571944.7282477096,4128137.6729989154,118209.8813793908,128266.1939876941,1633284.0936822146,1067187.2910288507,429880.09562117537,2049251539266.8438,564252628409.9834,4771576008349.234,1392872628159.0527,1769981222668.6445,158832959284.6239,594016284147.2773,5877447164414.281,50007014069.605225,564220317270.4492,612897322257.5764,199943407532.5874,1019208881491.2363,642361309613.3752,178278864094.42236,625683198372.4572,1515077819806.3477,1198415978077.6406,34001749422.69757
29044797.855152488,925510217.7909927,242251906.25887108,8245856385.562256,3399699712.4129324,1863658878.6400528,7787691172.335297,7102311294.297253,24153630148.067616,6334748001.709457,4661492461.716978,1424637747.6635933,55729442760.21067,28716495456.214294,13196732737.096382,6667788047.554474,811076996.089383,14582218028.416931,5978489111.537163
29044797.855152488,925510217.7909927,242251906.25887108,8245856385.562256,3399699712.4129324,1863658878.6400528,7787691172.335297,7102311294.297253,24153630148.067616,6334748001.709457,4661492461.716978,1424637747.6635933,55729442760.21067,28716495456.214294,13196732737.096382,6667788047.554474,811076996.089383,14582218028.416931,5978489111.537163,661533517.2680588,516752413.8546505,1090149364.730465,2427646245.973301,13418810805.902313,425462590.9219265,3684917259.685791,857288145.965683,59221116120.32544,81506916208.02402,29909600570.6736,1192242810.686266,9294722270.181305,5486056037.125366,5122836442.151772,19377672657.98535,1272575217.7274294,1361375903.3675613,7722144257.469711
29044797.855152488,925510217.7909927,242251906.25887108,8245856385.562256,3399699712.4129324,1863658878.6400528,7787691172.335297,7102311294.297253,24153630148.067616,6334748001.709457,4661492461.716978,1424637747.6635933,55729442760.21067,28716495456.214294,13196732737.096382,6667788047.554474,811076996.089383,14582218028.416931,5978489111.537163,661533517.2680588,516752413.8546505,1090149364.730465,2427646245.973301,13418810805.902313,425462590.9219265,3684917259.685791,857288145.965683,59221116120.32544,81506916208.02402,29909600570.6736,1192242810.686266,9294722270.181305,5486056037.125366,5122836442.151772,19377672657.98535,1272575217.7274294,1361375903.3675613,7722144257.469711,4593038164.294235,1117577993.9979,333971637.15603495,2089335230.4116135,14529431622.446617,6716157401.026367,3676532543.256111,2491581192.072361,17233594305.83545,3077157340.627899,40378705108.347534,796379484.5007534,2064563110.484108,7230871025.17598,3027317769.362503,581926468.311388,721076996.4821644,118049023.73039925,215302193.73745313
